,premise,hypothesis,extracted_idiom,base_form,idiom_pos,identity_cql,passive_cql,adj_insertion_cql_1,adj_insertion_cql_2,adv_insertion_cql,adv_insertion_cql_adj,nominalization_cql,infinigram_index,infinigram_query,infinigram_count,infinigram_approx,infinigram_latency,infinigram_token_ids,infinigram_tokens,infinigram_error,infinigram_total_tokens,infinigram_per_billion_tokens
126,"So take heart, friends, the next time your interaction with a liberal devolves into them accusing you of racism or stupidity, followed by a swift exit from the conversation. ","So cheer up, friends, the next time your interaction with a liberal devolves into them accusing you of racism or stupidity, followed by a swift exit from the conversation. ",take heart,take heart,"[take, heart]","q[lemma=""take""][lemma=""heart""]","q[lemma=""heart""][lemma=""be""][lemma=""take""]","q[lemma=""take""][tag=""J.*""][lemma=""heart""]",,"q[tag=""RB.?""][lemma=""take""][lemma=""heart""]",,"q[lemma=""take"" & tag=""N.*""][lemma=""of""][lemma=""heart""]",v4_olmo-mix-1124_llama,take heart,956082,False,0.8552074432373047,"[2125,5192]","[""▁take"",""▁heart""]",,4575475702047,208.95794497876213
127,"The company highlights the fact that the Scale 3 systems use all three major mass - market off the shelf components — Sparc microprocessors , 3.5’ disk drives and merchant memory chips .","The company highlights the fact that the Scale 3 systems use all three major mass - market over-the-counter components — Sparc microprocessors , 3.5’ disk drives and merchant memory chips .",off the shelf,off the shelf,"[off, the, shelf]","q[lemma=""off""][lemma=""the""][lemma=""shelf""]",,"q[lemma=""off""][lemma=""the""][tag=""J.*""][lemma=""shelf""]",,"q[tag=""RB.?""][lemma=""off""][lemma=""the""][lemma=""shelf""]",,,v4_olmo-mix-1124_llama,off the shelf,2272039,False,667.8876876831055,"[1283,278,528,761]","[""▁off"",""▁the"",""▁sh"",""elf""]",,4575475702047,496.5689139128252
128,Economists talk about “ bang for the buck ” – how much economic stimulus is provided by each dollar of spending .,Economists talk about “ value for money ” – how much economic stimulus is provided by each dollar of spending .,bang for the buck,bang for the buck,"[bang, for, the, buck]","q[lemma=""bang""][lemma=""for""][lemma=""the""][lemma=""buck""]",,"q[lemma=""bang""][lemma=""for""][lemma=""the""][tag=""J.*""][lemma=""buck""]",,"q[tag=""RB.?""][lemma=""bang""][lemma=""for""][lemma=""the""][lemma=""buck""]",,"q[lemma=""bang"" & tag=""N.*""][lemma=""for""][lemma=""of""][lemma=""the""][lemma=""buck""]",v4_olmo-mix-1124_llama,bang for the buck,872992,False,781.6648483276367,"[289,574,363,278,1321,384]","[""▁b"",""ang"",""▁for"",""▁the"",""▁bu"",""ck""]",,4575475702047,190.7980845815521
129," Cynics say — cynics have already said — when your preaching is done , when your lofty words have gone with the wind , when the media has departed to tell another tale , the world will forget ."," Cynics say — cynics have already said — when your preaching is done , when your lofty words have gone with the wind , when the media has departed to tell another story, the world will forget .",gone with the wind,gone with the wind,"[go, with, the, wind]","q[lemma=""go""][lemma=""with""][lemma=""the""][lemma=""wind""]",,"q[lemma=""go""][lemma=""with""][lemma=""the""][tag=""J.*""][lemma=""wind""]",,"q[tag=""RB.?""][lemma=""go""][lemma=""with""][lemma=""the""][lemma=""wind""]",,"q[lemma=""go"" & tag=""N.*""][lemma=""with""][lemma=""of""][lemma=""the""][lemma=""wind""]",v4_olmo-mix-1124_llama,gone with the wind,125755,False,634.4501972198486,"[7695,411,278,8805]","[""▁gone"",""▁with"",""▁the"",""▁wind""]",,4575475702047,27.48457388676309
130,THE two go hand in hand half an hour in the gym and half an hour on the sunbed .,THE two happen together half an hour in the gym and half an hour on the sunbed .,go hand in hand,go hand in hand,"[go, hand, in, hand]","q[lemma=""go""][lemma=""hand""][lemma=""in""][lemma=""hand""]",,"q[lemma=""go""][tag=""J.*""][lemma=""hand""][lemma=""in""][lemma=""hand""]","q[lemma=""go""][lemma=""hand""][lemma=""in""][tag=""J.*""][lemma=""hand""]","q[tag=""RB.?""][lemma=""go""][lemma=""hand""][lemma=""in""][lemma=""hand""]",,"q[lemma=""go"" & tag=""N.*""][lemma=""of""][lemma=""hand""][lemma=""in""][lemma=""hand""]",v4_olmo-mix-1124_llama,go hand in hand,3439256,False,781.6236019134521,"[748,1361,297,1361]","[""▁go"",""▁hand"",""▁in"",""▁hand""]",,4575475702047,751.6717875829453
131,The only way of squaring the circle to Moscow 's satisfaction would be to send in troops .,The only way of handling things to Moscow 's satisfaction would be to send in troops .,squaring the circle,square the circle,"[square, the, circle]","q[lemma=""square""][lemma=""the""][lemma=""circle""]","q[lemma=""the""][lemma=""circle""][lemma=""be""][lemma=""square""]","q[lemma=""square""][lemma=""the""][tag=""J.*""][lemma=""circle""]",,"q[tag=""RB.?""][lemma=""square""][lemma=""the""][lemma=""circle""]",,"q[lemma=""square"" & tag=""N.*""][lemma=""of""][lemma=""the""][lemma=""circle""]",v4_olmo-mix-1124_llama,square the circle,148739,False,51.93018913269043,"[6862,278,8607]","[""▁square"",""▁the"",""▁circle""]",,4575475702047,32.50787670743315
132,"It 's , it 's the same difference is n't it ?","It 's , it 's essentially the same is n't it ?",the same difference,same difference,"[same, difference]","q[lemma=""same""][lemma=""difference""]",,"q[lemma=""same""][tag=""J.*""][lemma=""difference""]",,"q[tag=""RB.?""][lemma=""same""][lemma=""difference""]",,,v4_olmo-mix-1124_llama,same difference,284053,False,734.2936992645264,"[1021,4328]","[""▁same"",""▁difference""]",,4575475702047,62.081632271136066
133,"See if you can spot the odd one out in the list , and then try to imagine the customer 's reaction on receiving the book …","See if you can spot the peculiar one out in the list , and then try to imagine the customer 's reaction on receiving the book …",the odd one out,odd one out,"[odd, one, out]","q[lemma=""odd""][lemma=""one""][lemma=""out""]",,,,"q[tag=""RB.?""][lemma=""odd""][lemma=""one""][lemma=""out""]",,,v4_olmo-mix-1124_llama,odd one out,428955,False,632.1609020233154,"[7736,697,714]","[""▁odd"",""▁one"",""▁out""]",,4575475702047,93.7509076505623
134," You touched some nerve , I guess , ' Masha offered , shrugging ."," You upset someone , I guess , ' Masha offered , shrugging .",touched some nerve,touch a nerve,"[touch, a, nerve]","q[lemma=""touch""][lemma=""a""][lemma=""nerve""]","q[lemma=""a""][lemma=""nerve""][lemma=""be""][lemma=""touch""]","q[lemma=""touch""][lemma=""a""][tag=""J.*""][lemma=""nerve""]",,"q[tag=""RB.?""][lemma=""touch""][lemma=""a""][lemma=""nerve""]",,"q[lemma=""touch"" & tag=""N.*""][lemma=""of""][lemma=""a""][lemma=""nerve""]",v4_olmo-mix-1124_llama,touch a nerve,46743,False,89.19167518615723,"[6023,263,302,7143]","[""▁touch"",""▁a"",""▁n"",""erve""]",,4575475702047,10.215986936415785
135,"Colgate Palmolive sponsored the event 's prizemoney to the tune of £ 130,000 .","Colgate Palmolive sponsored the event 's prizemoney amounting to £ 130,000 .",to the tune of,to the tune of,"[to, the, tune, of]","q[lemma=""to""][lemma=""the""][lemma=""tune""][lemma=""of""]",,"q[lemma=""to""][lemma=""the""][tag=""J.*""][lemma=""tune""][lemma=""of""]",,"q[tag=""RB.?""][lemma=""to""][lemma=""the""][lemma=""tune""][lemma=""of""]",,,v4_olmo-mix-1124_llama,to the tune of,4198254,False,860.224723815918,"[304,278,260,1540,310]","[""▁to"",""▁the"",""▁t"",""une"",""▁of""]",,4575475702047,917.5557413891988
136,"We all searched high and low for the missing documents , but they were never found .","We all searched many different places for the missing documents , but they were never found .",high and low,high and low,"[high, and, low]","q[lemma=""high""][lemma=""and""][lemma=""low""]",,,,"q[tag=""RB.?""][lemma=""high""][lemma=""and""][lemma=""low""]","q[lemma=""high""][lemma=""and""][tag=""RB.?""][lemma=""low""]",,v4_olmo-mix-1124_llama,high and low,4264374,False,811.0823631286621,"[1880,322,4482]","[""▁high"",""▁and"",""▁low""]",,4575475702047,932.0066978155261
137,"‘ Of course he 's entitled to his opinion , but I do n't share it and it 's too premature to talk about anyone being certainties , or anyone being out of the running.’","‘ Of course he 's entitled to his opinion , but I do n't share it and it 's too premature to talk about anyone being certainties , or anyone being removed out of the competition.’",out of the running,out of the running,"[out, of, the, running]","q[lemma=""out""][lemma=""of""][lemma=""the""][lemma=""running""]",,"q[lemma=""out""][lemma=""of""][lemma=""the""][tag=""J.*""][lemma=""running""]",,"q[tag=""RB.?""][lemma=""out""][lemma=""of""][lemma=""the""][lemma=""running""]",,,v4_olmo-mix-1124_llama,out of the running,505522,False,709.0287208557129,"[714,310,278,2734]","[""▁out"",""▁of"",""▁the"",""▁running""]",,4575475702047,110.48512393450957
138,Keep hair smelling clean and fresh — subtly perfumed shampoos do the trick beautifully !,Keep hair smelling clean and fresh — subtly perfumed shampoos achieve this goal beautifully !,do the trick,do the trick,"[do, the, trick]","q[lemma=""do""][lemma=""the""][lemma=""trick""]","q[lemma=""the""][lemma=""trick""][lemma=""be""][lemma=""do""]","q[lemma=""do""][lemma=""the""][tag=""J.*""][lemma=""trick""]",,"q[tag=""RB.?""][lemma=""do""][lemma=""the""][lemma=""trick""]",,"q[lemma=""do"" & tag=""N.*""][lemma=""of""][lemma=""the""][lemma=""trick""]",v4_olmo-mix-1124_llama,do the trick,5624821,False,895.3037261962891,"[437,278,8938]","[""▁do"",""▁the"",""▁trick""]",,4575475702047,1229.3412458694818
139,"if it 's doing so well , oh and you would n't have been on that long under a Labour Government , of course , it would 've been jobs for the boys , they 'd 've slipped you in I 'm sure .","if it 's doing so well , oh and you would n't have been on that long under a Labour Government , of course , it would 've been jobs unfairly given to people , they 'd 've slipped you in I 'm sure .",jobs for the boys,jobs for the boys,"[job, for, the, boy]","q[lemma=""job""][lemma=""for""][lemma=""the""][lemma=""boy""]",,"q[tag=""J.*""][lemma=""job""][lemma=""for""][lemma=""the""][lemma=""boy""]","q[lemma=""job""][lemma=""for""][lemma=""the""][tag=""J.*""][lemma=""boy""]","q[tag=""RB.?""][lemma=""job""][lemma=""for""][lemma=""the""][lemma=""boy""]",,,v4_olmo-mix-1124_llama,jobs for the boys,25899,False,695.5618858337402,"[17643,363,278,12544]","[""▁jobs"",""▁for"",""▁the"",""▁boys""]",,4575475702047,5.660395046664365
140,They were the only source of direct involvement for the rank and file as the channel through which they expressed their demands and discontent .,They were the only source of direct involvement for the ordinary member as the channel through which they expressed their demands and discontent .,rank and file,rank and file,"[rank, and, file]","q[lemma=""rank""][lemma=""and""][lemma=""file""]",,"q[tag=""J.*""][lemma=""rank""][lemma=""and""][lemma=""file""]","q[lemma=""rank""][lemma=""and""][tag=""J.*""][lemma=""file""]","q[tag=""RB.?""][lemma=""rank""][lemma=""and""][lemma=""file""]",,,v4_olmo-mix-1124_llama,rank and file,2154002,False,734.7729206085205,"[7115,322,934]","[""▁rank"",""▁and"",""▁file""]",,4575475702047,470.771159168506
141,"Neither , to his disappointment , did the blunt and usually outspoken Eleanor who had guessed , correctly , that Freddie was playing for time , hoping for news of his old flame .","Neither , to his disappointment , did the blunt and usually outspoken Eleanor who had guessed , correctly , that Freddie was trying to delay things , hoping for news of his old flame .",playing for time,play for time,"[play, for, time]","q[lemma=""play""][lemma=""for""][lemma=""time""]",,"q[lemma=""play""][lemma=""for""][tag=""J.*""][lemma=""time""]",,"q[tag=""RB.?""][lemma=""play""][lemma=""for""][lemma=""time""]",,"q[lemma=""play"" & tag=""N.*""][lemma=""for""][lemma=""of""][lemma=""time""]",v4_olmo-mix-1124_llama,play for time,56666,False,668.0083274841309,"[1708,363,931]","[""▁play"",""▁for"",""▁time""]",,4575475702047,12.38472318291374
142,"People had got no money you see having a load of kids and they keep always being in the family way , naturally trying to get rid of them you see because they did n't want them obviously .","People had got no money you see having a load of kids and they keep always being pregnant , naturally trying to get rid of them you see because they did n't want them obviously .",in the family way,in the family way,"[in, the, family, way]","q[lemma=""in""][lemma=""the""][lemma=""family""][lemma=""way""]",,"q[lemma=""in""][lemma=""the""][tag=""J.*""][lemma=""family""][lemma=""way""]","q[lemma=""in""][lemma=""the""][lemma=""family""][tag=""J.*""][lemma=""way""]","q[tag=""RB.?""][lemma=""in""][lemma=""the""][lemma=""family""][lemma=""way""]",,,v4_olmo-mix-1124_llama,in the family way,39412,False,677.5891780853271,"[297,278,3942,982]","[""▁in"",""▁the"",""▁family"",""▁way""]",,4575475702047,8.613749163254797
143,Was he doomed to spend the rest of his working life watching babes in arms wheeling and dealing the way he used to ?,Was he doomed to spend the rest of his working life watching young recruits that are too young to walk wheeling and dealing the way he used to ?,babes in arms,babes in arms,"[babe, in, arm]","q[lemma=""babe""][lemma=""in""][lemma=""arm""]",,"q[lemma=""babe""][lemma=""in""][tag=""J.*""][lemma=""arm""]",,"q[tag=""RB.?""][lemma=""babe""][lemma=""in""][lemma=""arm""]",,,v4_olmo-mix-1124_llama,babes in arms,25239,False,619.5781230926514,"[289,370,267,297,10188]","[""▁b"",""ab"",""es"",""▁in"",""▁arms""]",,4575475702047,5.5161477502128236
144,"Window displays were becoming controversial within the company ; Laura liked to see windows full of antiques and atmosphere , but increasingly found herself at loggerheads with more prosaic minds who wanted products and price - tags .","Window displays were becoming controversial within the company ; Laura liked to see windows full of antiques and atmosphere , but increasingly found herself in stubborn dispute with more prosaic minds who wanted products and price - tags .",at loggerheads,at loggerheads,"[at, loggerhead]","q[lemma=""at""][lemma=""loggerhead""]",,,,"q[tag=""RB.?""][lemma=""at""][lemma=""loggerhead""]",,,v4_olmo-mix-1124_llama,at loggerheads,488373,False,41.60928726196289,"[472,17927,2813,29879]","[""▁at"",""▁logger"",""head"",""s""]",,4575475702047,106.73709834837702
145,"quite right , the statistics he was actually talking about , and somebody actually pulled him up on th , up on this and said , okay you 're talking about the number of firms who went to the wall , but what about new firms being created ?","quite right , the statistics he was actually talking about , and somebody actually pulled him up on th , up on this and said , okay you 're talking about the number of firms who did everything to succeed but failed, but what about new firms being created ?",went to the wall,go to the wall,"[go, to, the, wall]","q[lemma=""go""][lemma=""to""][lemma=""the""][lemma=""wall""]",,"q[lemma=""go""][lemma=""to""][lemma=""the""][tag=""J.*""][lemma=""wall""]",,"q[tag=""RB.?""][lemma=""go""][lemma=""to""][lemma=""the""][lemma=""wall""]",,"q[lemma=""go"" & tag=""N.*""][lemma=""to""][lemma=""of""][lemma=""the""][lemma=""wall""]",v4_olmo-mix-1124_llama,go to the wall,131371,False,720.191478729248,"[748,304,278,10090]","[""▁go"",""▁to"",""▁the"",""▁wall""]",,4575475702047,28.71198724565985
146,"It looked at me in the kind of easy , assessing way dogs on their peculiar errands do look at strangers — and then looked again , and stopped dead : his hackles rose : he backed , he made a kind of howling noise , turned tail , and fled .","It looked at me in the kind of easy , assessing way dogs on their peculiar errands do look at strangers — and then looked again , and stopped dead : his hackles rose : he backed , he made a kind of howling noise , turned around to ran away , and fled .",turned tail,turn tail,"[turn, tail]","q[lemma=""turn""][lemma=""tail""]","q[lemma=""tail""][lemma=""be""][lemma=""turn""]","q[lemma=""turn""][tag=""J.*""][lemma=""tail""]",,"q[tag=""RB.?""][lemma=""turn""][lemma=""tail""]",,"q[lemma=""turn"" & tag=""N.*""][lemma=""of""][lemma=""tail""]",v4_olmo-mix-1124_llama,turn tail,193464,False,2.0051002502441406,"[2507,12464]","[""▁turn"",""▁tail""]",,4575475702047,42.28281660712286
